filename,width,height,class,xmin,ymin,xmax,ymax
DSC_6234.jpg,4288,2848,codierte_Marken,1395,683,1520,802
DSC_6234.jpg,4288,2848,codierte_Marken,2073,745,2232,886
DSC_6234.jpg,4288,2848,codierte_Marken,3676,739,3801,880
DSC_6234.jpg,4288,2848,codierte_Marken,2792,105,2948,224
DSC_6234.jpg,4288,2848,codierte_Marken_2,2836,624,2970,699
DSC_6234.jpg,4288,2848,codierte_Marken_2,3711,583,3826,680
DSC_6236.jpg,4288,2848,codierte_Marken,1501,1267,1645,1370
DSC_6236.jpg,4288,2848,codierte_Marken,1470,358,1592,467
DSC_6236.jpg,4288,2848,codierte_Marken,2211,461,2336,580
DSC_6236.jpg,4288,2848,codierte_Marken,3867,477,4048,645
DSC_6237.jpg,4288,2848,codierte_Marken,1089,2386,1173,2514
DSC_6237.jpg,4288,2848,codierte_Marken,2529,1820,2670,1970
DSC_6237.jpg,4288,2848,codierte_Marken,1795,2533,1948,2652
DSC_6237.jpg,4288,2848,codierte_Marken,3414,2517,3576,2664
DSC_6237.jpg,4288,2848,codierte_Marken,1579,670,1842,858
DSC_6237.jpg,4288,2848,codierte_Marken,967,374,1126,505
DSC_6237.jpg,4288,2848,codierte_Marken,1454,1211,1673,1358
DSC_6237.jpg,4288,2848,codierte_Marken_2,2542,2358,2682,2433
DSC_6237.jpg,4288,2848,codierte_Marken_2,3436,2345,3598,2458
DSC_6239.jpg,4288,2848,codierte_Marken,1267,2752,1389,2848
DSC_6239.jpg,4288,2848,codierte_Marken,1304,1955,1411,2058
DSC_6239.jpg,4288,2848,codierte_Marken,1942,2070,2086,2186
DSC_6239.jpg,4288,2848,codierte_Marken,3382,2086,3495,2199
DSC_6239.jpg,4288,2848,codierte_Marken,2598,1602,2707,1686
DSC_6239.jpg,4288,2848,codierte_Marken,3507,1414,3632,1514
DSC_6239.jpg,4288,2848,codierte_Marken,1904,117,2101,270
DSC_6239.jpg,4288,2848,codierte_Marken,2589,5,2795,152
DSC_6239.jpg,4288,2848,codierte_Marken,1736,761,1898,905
DSC_6239.jpg,4288,2848,codierte_Marken_2,3923,1386,4020,1474
DSC_6239.jpg,4288,2848,codierte_Marken_2,4229,1986,4288,2046
DSC_6240.jpg,4288,2848,codierte_Marken,2614,374,2729,467
DSC_6240.jpg,4288,2848,codierte_Marken,2798,477,2923,602
DSC_6240.jpg,4288,2848,codierte_Marken,2857,145,2992,317
DSC_6240.jpg,4288,2848,codierte_Marken,1557,842,1786,1011
DSC_6240.jpg,4288,2848,codierte_Marken,2192,274,2348,442
DSC_6240.jpg,4288,2848,codierte_Marken,3036,1092,3148,1199
DSC_6240.jpg,4288,2848,codierte_Marken,2576,774,2711,861
DSC_6240.jpg,4288,2848,codierte_Marken,3089,811,3220,917
DSC_6240.jpg,4288,2848,codierte_Marken,3042,517,3161,639
DSC_6240.jpg,4288,2848,codierte_Marken,3286,486,3414,605
DSC_6240.jpg,4288,2848,codierte_Marken,3404,645,3545,795
DSC_6240.jpg,4288,2848,codierte_Marken,3132,283,3276,420
DSC_6240.jpg,4288,2848,codierte_Marken,3348,161,3532,280
DSC_6240.jpg,4288,2848,codierte_Marken,3692,595,3795,730
DSC_6240.jpg,4288,2848,codierte_Marken,3332,336,3439,442
DSC_6240.jpg,4288,2848,codierte_Marken,3595,139,3717,264
DSC_6240.jpg,4288,2848,codierte_Marken,3561,277,3673,399
DSC_6240.jpg,4288,2848,codierte_Marken,3901,502,4007,614
DSC_6240.jpg,4288,2848,codierte_Marken,3517,389,3636,502
DSC_6240.jpg,4288,2848,codierte_Marken,3698,433,3814,549
DSC_6240.jpg,4288,2848,codierte_Marken,3439,520,3592,639
DSC_6240.jpg,4288,2848,uncodierte_Marken,3195,777,3314,892
DSC_6240.jpg,4288,2848,uncodierte_Marken,3014,1174,3148,1280
DSC_6240.jpg,4288,2848,uncodierte_Marken,2532,817,2657,924
DSC_6241.jpg,4288,2848,codierte_Marken,1098,1358,1211,1455
DSC_6241.jpg,4288,2848,codierte_Marken,2132,1677,2242,1780
DSC_6241.jpg,4288,2848,codierte_Marken,395,633,476,705
DSC_6241.jpg,4288,2848,codierte_Marken,820,852,904,917
DSC_6241.jpg,4288,2848,codierte_Marken,1117,952,1254,1077
DSC_6241.jpg,4288,2848,codierte_Marken,1257,780,1395,902
DSC_6241.jpg,4288,2848,codierte_Marken,1273,586,1398,686
DSC_6241.jpg,4288,2848,codierte_Marken,1723,836,1814,942
DSC_6241.jpg,4288,2848,codierte_Marken,2011,464,2107,552
DSC_6241.jpg,4288,2848,codierte_Marken,1648,474,1776,558
DSC_6241.jpg,4288,2848,codierte_Marken,1386,280,1507,392
DSC_6241.jpg,4288,2848,codierte_Marken,976,552,1079,677
DSC_6241.jpg,4288,2848,codierte_Marken,729,411,864,524
DSC_6241.jpg,4288,2848,codierte_Marken,682,258,811,377
DSC_6241.jpg,4288,2848,codierte_Marken,851,264,973,370
DSC_6241.jpg,4288,2848,codierte_Marken,1032,270,1151,389
DSC_6241.jpg,4288,2848,codierte_Marken,970,414,1123,527
DSC_6241.jpg,4288,2848,codierte_Marken,1186,417,1304,524
DSC_6241.jpg,4288,2848,codierte_Marken,1107,30,1236,139
DSC_6241.jpg,4288,2848,codierte_Marken,1098,161,1179,255
DSC_6241.jpg,4288,2848,codierte_Marken,1276,133,1379,239
DSC_6241.jpg,4288,2848,codierte_Marken,1226,277,1336,374
DSC_6241.jpg,4288,2848,uncodierte_Marken,1801,877,1904,1002
DSC_6241.jpg,4288,2848,uncodierte_Marken,2092,455,2201,549
DSC_6241.jpg,4288,2848,uncodierte_Marken,1561,405,1726,489
DSC_6242.jpg,4288,2848,codierte_Marken,1745,358,1898,514
DSC_6242.jpg,4288,2848,codierte_Marken,1904,1333,2042,1442
DSC_6242.jpg,4288,2848,codierte_Marken,3007,1049,3129,1205
DSC_6242.jpg,4288,2848,codierte_Marken,2492,1436,2651,1558
DSC_6242.jpg,4288,2848,codierte_Marken,2095,1127,2245,1277
DSC_6242.jpg,4288,2848,codierte_Marken,2192,880,2348,1058
DSC_6242.jpg,4288,2848,codierte_Marken,2204,624,2323,742
DSC_6242.jpg,4288,2848,codierte_Marken,2651,914,2761,1020
DSC_6242.jpg,4288,2848,codierte_Marken,1923,692,2045,855
DSC_6242.jpg,4288,2848,codierte_Marken,1986,536,2132,670
DSC_6242.jpg,4288,2848,codierte_Marken,1736,149,1873,292
DSC_6242.jpg,4288,2848,codierte_Marken,1917,239,2036,395
DSC_6242.jpg,4288,2848,codierte_Marken,2186,177,2348,320
DSC_6242.jpg,4288,2848,codierte_Marken,2289,20,2439,149
DSC_6242.jpg,4288,2848,codierte_Marken,2411,245,2561,392
DSC_6242.jpg,4288,2848,codierte_Marken,2470,549,2601,692
DSC_6242.jpg,4288,2848,codierte_Marken,2292,449,2420,595
DSC_6242.jpg,4288,2848,codierte_Marken,2082,345,2223,492
DSC_6242.jpg,4288,2848,codierte_Marken,1301,508,1414,605
DSC_6242.jpg,4288,2848,codierte_Marken,1639,1008,1770,1111
DSC_6242.jpg,4288,2848,codierte_Marken,1707,1774,1842,1914
DSC_6242.jpg,4288,2848,uncodierte_Marken,2614,802,2761,917
DSC_6242.jpg,4288,2848,uncodierte_Marken,2586,1549,2723,1658
DSC_6242.jpg,4288,2848,uncodierte_Marken,3126,1092,3257,1252
DSC_6243.jpg,4288,2848,codierte_Marken,1573,2314,1714,2452
DSC_6243.jpg,4288,2848,codierte_Marken,2186,1042,2307,1167
DSC_6243.jpg,4288,2848,codierte_Marken,2229,1202,2339,1308
DSC_6243.jpg,4288,2848,codierte_Marken,2254,1370,2348,1452
DSC_6243.jpg,4288,2848,codierte_Marken,1898,1399,2007,1489
DSC_6243.jpg,4288,2848,codierte_Marken,2076,1389,2198,1495
DSC_6243.jpg,4288,2848,codierte_Marken,2429,1345,2542,1442
DSC_6243.jpg,4288,2848,codierte_Marken,2607,1317,2692,1408
DSC_6243.jpg,4288,2848,codierte_Marken,2267,1520,2379,1630
DSC_6243.jpg,4288,2848,codierte_Marken,2301,1689,2414,1805
DSC_6243.jpg,4288,2848,codierte_Marken,2111,2142,2226,2252
DSC_6243.jpg,4288,2848,codierte_Marken,2051,2314,2161,2430
DSC_6243.jpg,4288,2848,codierte_Marken,1620,2517,1770,2670
DSC_6243.jpg,4288,2848,codierte_Marken,1782,2399,1907,2527
DSC_6243.jpg,4288,2848,codierte_Marken,1204,2724,1336,2811
DSC_6243.jpg,4288,2848,codierte_Marken,1961,2486,2086,2611
DSC_6243.jpg,4288,2848,codierte_Marken,2254,2339,2373,2474
DSC_6243.jpg,4288,2848,codierte_Marken,1864,2677,2004,2795
DSC_6243.jpg,4288,2848,codierte_Marken,2067,2733,2190,2848
DSC_6243.jpg,4288,2848,codierte_Marken,2320,2649,2448,2770
DSC_6243.jpg,4288,2848,codierte_Marken,2151,2542,2276,2708
DSC_6245.jpg,4288,2848,codierte_Marken,2064,1836,2192,1958
DSC_6245.jpg,4288,2848,codierte_Marken,1811,1508,1932,1608
DSC_6245.jpg,4288,2848,codierte_Marken,1923,892,2114,1045
DSC_6245.jpg,4288,2848,codierte_Marken,2257,1667,2404,1792
DSC_6245.jpg,4288,2848,codierte_Marken,2326,1402,2511,1558
DSC_6245.jpg,4288,2848,codierte_Marken,2370,1161,2514,1283
DSC_6245.jpg,4288,2848,codierte_Marken,2811,1470,2929,1586
DSC_6245.jpg,4288,2848,codierte_Marken,3145,1633,3276,1789
DSC_6245.jpg,4288,2848,codierte_Marken,2632,1995,2801,2089
DSC_6245.jpg,4288,2848,codierte_Marken,2642,1099,2776,1245
DSC_6245.jpg,4288,2848,codierte_Marken,2454,989,2589,1139
DSC_6245.jpg,4288,2848,codierte_Marken,2070,1227,2207,1377
DSC_6245.jpg,4288,2848,codierte_Marken,2176,1064,2320,1217
DSC_6245.jpg,4288,2848,codierte_Marken,2304,905,2417,1030
DSC_6245.jpg,4288,2848,codierte_Marken,2398,752,2532,870
DSC_6245.jpg,4288,2848,codierte_Marken,2470,577,2626,724
DSC_6245.jpg,4288,2848,codierte_Marken,2629,820,2770,967
DSC_6245.jpg,4288,2848,codierte_Marken,1964,683,2092,855
DSC_6245.jpg,4288,2848,codierte_Marken,2126,802,2251,930
DSC_6245.jpg,4288,2848,codierte_Marken,1517,995,1642,1099
DSC_6245.jpg,4288,2848,codierte_Marken,1820,2255,1951,2402
DSC_6245.jpg,4288,2848,uncodierte_Marken,2670,2086,2889,2220
DSC_6245.jpg,4288,2848,uncodierte_Marken,3279,1683,3392,1833
DSC_6245.jpg,4288,2848,uncodierte_Marken,2776,1352,2936,1477
DSC_6247.jpg,4288,2848,codierte_Marken,2004,670,2161,814
DSC_6247.jpg,4288,2848,codierte_Marken,2336,1392,2436,1502
DSC_6247.jpg,4288,2848,codierte_Marken,2514,1455,2639,1570
DSC_6247.jpg,4288,2848,codierte_Marken_2,2476,1289,2589,1370
DSC_6247.jpg,4288,2848,codierte_Marken_2,2551,1542,2654,1645
DSC_6247.jpg,4288,2848,uncodierte_Marken,157,1274,214,1324
DSC_6247.jpg,4288,2848,uncodierte_Marken,889,1120,957,1177
DSC_6247.jpg,4288,2848,uncodierte_Marken,1829,739,1907,824
DSC_6247.jpg,4288,2848,uncodierte_Marken,2170,674,2264,745
DSC_6249.jpg,4288,2848,codierte_Marken,1729,927,1854,1077
DSC_6249.jpg,4288,2848,codierte_Marken,1945,1036,2117,1186
DSC_6249.jpg,4288,2848,codierte_Marken,1926,777,2092,936
DSC_6250.jpg,4288,2848,codierte_Marken,76,49,186,164
DSC_6250.jpg,4288,2848,codierte_Marken,2314,355,2476,514
DSC_6250.jpg,4288,2848,codierte_Marken,2036,861,2179,1017
DSC_6250.jpg,4288,2848,codierte_Marken,2032,1014,2182,1136
DSC_6250.jpg,4288,2848,codierte_Marken,2229,958,2323,1092
DSC_6250.jpg,4288,2848,uncodierte_Marken,4,70,73,124
DSC_6250.jpg,4288,2848,uncodierte_Marken,173,127,242,177
DSC_6250.jpg,4288,2848,uncodierte_Marken,607,130,670,180
DSC_6250.jpg,4288,2848,uncodierte_Marken,1195,261,1245,330
DSC_6250.jpg,4288,2848,uncodierte_Marken,2132,327,2204,389
DSC_6250.jpg,4288,2848,uncodierte_Marken,2498,405,2579,508
DSC_6252.jpg,4288,2848,codierte_Marken,1448,289,1554,355
DSC_6252.jpg,4288,2848,codierte_Marken,842,295,954,392
DSC_6252.jpg,4288,2848,codierte_Marken,1001,302,1076,389
DSC_6252.jpg,4288,2848,codierte_Marken,1098,414,1182,514
DSC_6252.jpg,4288,2848,codierte_Marken,1214,199,1329,264
DSC_6252.jpg,4288,2848,codierte_Marken,1179,227,1261,295
DSC_6252.jpg,4288,2848,codierte_Marken,1148,311,1242,364
DSC_6252.jpg,4288,2848,codierte_Marken,1117,355,1201,411
DSC_6252.jpg,4288,2848,codierte_Marken,1323,295,1386,349
DSC_6252.jpg,4288,2848,codierte_Marken,2201,652,2282,702
DSC_6252.jpg,4288,2848,codierte_Marken,3001,224,3082,283
DSC_6252.jpg,4288,2848,codierte_Marken,1942,505,2011,589
DSC_6252.jpg,4288,2848,codierte_Marken,2029,427,2107,489
DSC_6252.jpg,4288,2848,codierte_Marken,1829,308,1907,380
DSC_6252.jpg,4288,2848,codierte_Marken,2051,283,2126,345
DSC_6252.jpg,4288,2848,codierte_Marken,1973,345,2042,405
DSC_6252.jpg,4288,2848,codierte_Marken,2111,486,2207,549
DSC_6252.jpg,4288,2848,codierte_Marken,2411,424,2492,474
DSC_6252.jpg,4288,2848,codierte_Marken,2257,380,2348,461
DSC_6252.jpg,4288,2848,codierte_Marken,2192,308,2292,364
DSC_6252.jpg,4288,2848,codierte_Marken,2104,355,2195,433
DSC_6252.jpg,4288,2848,codierte_Marken,2289,236,2354,308
DSC_6252.jpg,4288,2848,codierte_Marken,2332,330,2423,389
DSC_6252.jpg,4288,2848,codierte_Marken,2570,199,2642,258
DSC_6252.jpg,4288,2848,codierte_Marken,2567,320,2661,380
DSC_6252.jpg,4288,2848,codierte_Marken,2776,320,2876,395
DSC_6252.jpg,4288,2848,codierte_Marken,2939,380,3048,458
DSC_6252.jpg,4288,2848,codierte_Marken,3839,155,3920,227
DSC_6252.jpg,4288,2848,codierte_Marken,3370,424,3442,489
DSC_6252.jpg,4288,2848,codierte_Marken,2673,483,2754,545
DSC_6252.jpg,4288,2848,uncodierte_Marken,2248,702,2311,755
DSC_6252.jpg,4288,2848,uncodierte_Marken,2142,658,2176,727
DSC_6252.jpg,4288,2848,uncodierte_Marken,2304,633,2354,714
DSC_6252.jpg,4288,2848,uncodierte_Marken,3782,145,3823,211
DSC_6257.jpg,4288,2848,codierte_Marken,1570,155,1679,302
DSC_6257.jpg,4288,2848,codierte_Marken,2251,642,2379,795
DSC_6257.jpg,4288,2848,codierte_Marken,2979,1174,3161,1349
DSC_6257.jpg,4288,2848,codierte_Marken,3589,1624,3761,1827
DSC_6257.jpg,4288,2848,codierte_Marken,4004,1724,4261,2011
DSC_6257.jpg,4288,2848,codierte_Marken,3986,1914,4151,2139
DSC_6257.jpg,4288,2848,codierte_Marken,3057,320,3114,420
DSC_6257.jpg,4288,2848,codierte_Marken,3164,352,3220,405
DSC_6257.jpg,4288,2848,codierte_Marken,3904,567,3998,627
DSC_6257.jpg,4288,2848,codierte_Marken,3857,367,3917,452
DSC_6257.jpg,4288,2848,codierte_Marken,4151,674,4242,749
DSC_6257.jpg,4288,2848,codierte_Marken,3289,414,3336,455
DSC_6257.jpg,4288,2848,codierte_Marken,3201,249,3282,292
DSC_6257.jpg,4288,2848,codierte_Marken,3745,389,3795,470
DSC_6257.jpg,4288,2848,codierte_Marken,3254,342,3323,383
DSC_6257.jpg,4288,2848,codierte_Marken,3223,299,3314,352
DSC_6257.jpg,4288,2848,codierte_Marken,4076,489,4139,545
DSC_6257.jpg,4288,2848,codierte_Marken,3964,420,4042,467
DSC_6257.jpg,4288,2848,codierte_Marken,3995,367,4061,405
DSC_6257.jpg,4288,2848,codierte_Marken,3929,458,4032,514
DSC_6257.jpg,4288,2848,codierte_Marken,3914,492,4007,567
DSC_6257.jpg,4288,2848,codierte_Marken,4179,517,4254,570
DSC_6257.jpg,4288,2848,codierte_Marken,4186,433,4267,477
DSC_6257.jpg,4288,2848,codierte_Marken,4064,442,4148,492
DSC_6257.jpg,4288,2848,codierte_Marken,2679,705,2876,842
DSC_6257.jpg,4288,2848,uncodierte_Marken,2426,295,2498,380
DSC_6257.jpg,4288,2848,uncodierte_Marken,2414,427,2517,527
DSC_6257.jpg,4288,2848,uncodierte_Marken,2517,242,2626,383
DSC_6257.jpg,4288,2848,uncodierte_Marken,2651,820,2761,899
DSC_6257.jpg,4288,2848,uncodierte_Marken,1882,305,1964,374
DSC_6257.jpg,4288,2848,uncodierte_Marken,2061,308,2129,367
DSC_6257.jpg,4288,2848,uncodierte_Marken,1982,474,2032,536
DSC_6257.jpg,4288,2848,uncodierte_Marken,2098,420,2173,483
DSC_6257.jpg,4288,2848,uncodierte_Marken,3773,1464,3879,1552
DSC_6257.jpg,4288,2848,uncodierte_Marken,3145,1033,3257,1102
DSC_6257.jpg,4288,2848,uncodierte_Marken,3051,1089,3167,1177
DSC_6257.jpg,4288,2848,uncodierte_Marken,2764,1033,2829,1111
DSC_6257.jpg,4288,2848,uncodierte_Marken,3698,1580,3792,1655
DSC_6257.jpg,4288,2848,uncodierte_Marken,3992,1605,4089,1711
DSC_6258.jpg,4288,2848,codierte_Marken,1411,177,1514,317
DSC_6258.jpg,4288,2848,codierte_Marken,1792,399,1920,533
DSC_6258.jpg,4288,2848,codierte_Marken,1492,55,1632,139
DSC_6258.jpg,4288,2848,codierte_Marken,3245,1217,3401,1411
DSC_6258.jpg,4288,2848,codierte_Marken,2401,614,2573,789
DSC_6258.jpg,4288,2848,codierte_Marken,2517,795,2645,958
DSC_6258.jpg,4288,2848,codierte_Marken,3526,1127,3692,1277
DSC_6258.jpg,4288,2848,codierte_Marken,3454,808,3523,880
DSC_6258.jpg,4288,2848,codierte_Marken,3545,661,3632,730
DSC_6258.jpg,4288,2848,codierte_Marken,3561,802,3611,855
DSC_6258.jpg,4288,2848,codierte_Marken,3645,792,3720,855
DSC_6258.jpg,4288,2848,codierte_Marken,3620,736,3670,786
DSC_6258.jpg,4288,2848,codierte_Marken,3764,777,3826,842
DSC_6258.jpg,4288,2848,codierte_Marken,3848,764,3917,820
DSC_6258.jpg,4288,2848,codierte_Marken,3692,852,3779,911
DSC_6258.jpg,4288,2848,codierte_Marken,3736,911,3823,974
